Date/Time of Report: 3/18/2025 10:08:38,,,,,,,,
Requester: STN08 - Oper,,,,,,,,
Filter Applied: Event Time: Before 3/5/2025 2:34:02 AM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: SERVERA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
2:34:02,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,20,%
2:34:02,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,19,%
2:34:02,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,18,%
2:34:01,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,17,%
2:34:00,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,16,%
2:34:01,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,15,%
2:33:59,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,14,%
2:34:00,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,13,%
2:33:59,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,12,%
2:33:58,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,11,%
2:33:59,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,10,%
2:33:51,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,9,%
2:33:51,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,10,%
2:33:47,IOLINK_01A,AI_1F_MB_01,HART Diagnostic Underrun,OK,H 15,,PartnerA_04,
2:33:47,6300,PI_H705,PVLOW,ACK,,Drying Pipe Hot Air Pressure,,
2:33:46,6300,PI_H707,PVLOW,ACK,,Cyclone Seperator outlet presure,,
2:33:44,6300,PI_H705,BAD PV,ACK,,Drying Pipe Hot Air Pressure,,
2:33:44,6300,PI_H706,BAD PV,ACK,,Drying PipeEnding Pressure,,
2:33:41,6300,PI_H707,PVLOLO,ACK,,Cyclone Seperator outlet presure,,
2:33:41,6300,PI_H706,BAD PV,,L 00,Drying PipeEnding Pressure,0,KPa
2:33:40,6300,PI_H705,BAD PV,,L 00,Drying Pipe Hot Air Pressure,0,KPa
2:33:37,6200,TIC_P101,PVLOW,ACK,,PLY-1E temperature control,,
2:33:38,6300,PI_H707,PVLOLO,,H 00,Cyclone Seperator outlet presure,-4.01479,KPa
2:33:38,6300,PI_H707,PVLOW,,L 00,Cyclone Seperator outlet presure,-4.01479,KPa
2:33:37,6300,PI_H705,PVLOW,,L 00,Drying Pipe Hot Air Pressure,1.75048,KPa
2:33:35,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,11,%
2:33:35,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,12,%
2:33:35,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,13,%
2:33:35,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,14,%
2:33:33,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,15,%
2:33:33,6200,TIC_P101,PVLOW,,L 00,PLY-1E temperature control,55.9888,DEGC
2:33:33,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,16,%
2:33:32,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,17,%
2:33:32,6300,FI_BL2H,CHANGE,,,AUTOMANA.OP,18,%
