Date/Time of Report: 3/18/2025 10:27:55,,,,,,,,
Requester: STN08 - Oper,,,,,,,,
Filter Applied: Event Time: Before 1/1/2025 12:19:40 AM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: SERVERA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
0:19:12,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,OK,H 15,,IOP_08,
0:18:51,4400,FQ_4401,CHANGE,,,totalizera.command,RESET,
0:18:33,4600,FQ_4608,CHANGE,,,totalizera.command,RESET,
0:18:15,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,ACK,,,,
0:18:11,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,,H 15,,IOP_08,
0:18:07,4600,FQ_4611,CHANGE,,,totalizera.command,RESET,
0:18:03,4600,FQ_4612,CHANGE,,,totalizera.command,RESET,
0:17:38,4600,FQ_4610,CHANGE,,,totalizera.command,RESET,
0:17:26,4600,FQ_4609,CHANGE,,,totalizera.command,RESET,
0:17:16,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,OK,H 15,,IOP_08,
0:17:06,4600,FQ_4602,CHANGE,,,totalizera.command,RESET,
0:16:41,6100,IIA_CM2F,PVHIGH,ACK,,CM-2F Running Indicate,,
0:16:40,4600,FICA_2231,CHANGE,,,tota.pvfl,ON,
0:16:33,6100,IIA_CM2F,PVHIGH,,L 00,CM-2F Running Indicate,323.646,AMp
0:14:46,SERVER_EAPCL,Discharge,PERIODIC,,J 00,Report requires a sign-on operator to be selected to complete. - report 4,,
0:14:46,SERVER_EAPCL,Discharge,PERIODIC,,J 00,Report Periodic Request,4,
0:14:44,SERVER_EAPCL,BATCH_PLY1,PERIODIC,,J 00,Report requires a sign-on operator to be selected to complete. - report 6,,
0:14:44,SERVER_EAPCL,BATCH_PLY1,PERIODIC,,J 00,Report Periodic Request,6,
0:14:30,6200,FIC_BD01,DISABL,,J 00,PVC Slurry Discharge Flow,,
0:14:31,6200,FQ_BD01,DISABL,,J 00,Polymerizer VCM Flow Total,,
0:13:45,6200,SCM_DisCharge,STEPTO,OK,L 00,,,
0:13:38,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,ACK,,,,
0:13:35,6200,FIC_BD01,CHANGE,,,DACA.PVSOURCE,AUTO,
0:13:36,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,,H 15,,IOP_08,
0:13:25,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,OK,H 15,,IOP_08,
0:12:25,6200,SCM_DisCharge,STEPTO,ACK,,,,
0:12:22,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,ACK,,,,
0:12:19,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,,H 15,,IOP_08,
0:12:11,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,OK,H 15,,IOP_08,
0:12:01,6200,FIC_BD01,CHANGE,,,daca.PV,300,m³/h
0:11:58,6200,FIC_BD01,CHANGE,,,DACA.PVSOURCE,MAN,
0:11:05,6200,SCM_DisCharge,STEPTO,,L 00,,,
0:10:24,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,ACK,,,,
0:10:19,6200,VSP_P106,OFFNRM,,J 00,VSPP106 Close,ON,
0:10:16,6200,VSP_P105,OFFNRM,,J 00,VSPP105 Close,ON,
0:09:47,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
0:09:46,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
0:08:45,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,,H 15,,IOP_08,
0:08:36,IOLINK_02A,AI_3F_MB_13,HART Diagnostic Underrun,OK,H 15,,IOP_08,
0:07:00,6200,FQ_BD01,CHANGE,,,totalizera.acctv,54,
0:05:28,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
