Date/Time of Report: 3/18/2025 10:23:08,,,,,,,,
Requester: STN08 - Oper,,,,,,,,
Filter Applied: Event Time: Before 1/21/2025 3:30:49 PM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: SERVERA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
15:30:49,4200,C_4202B,UNCMD,ACK,,,,
15:30:44,4200,C_4202B,BAD PV,ACK,,,,
15:30:18,4200,C_4202B,OFFNRM,ACK,,FAILING Alarms,,
15:27:26,4200,C_4202B,OFFNRM,,L 00,FAILING Alarms,ON,
15:27:26,4200,C_4202B,UNCMD,OK,L 00,,TRIP,
15:27:26,4200,C_4202B,BAD PV,,L 00,,TRIP,
15:27:19,4200,C_4202B,OFFNRM,OK,L 00,FAILING Alarms,OFF,
15:27:19,4200,C_4202B,UNCMD,,L 00,,STOP,
15:27:19,4200,C_4202B,BAD PV,OK,L 00,,STOP,
15:23:47,6200,LI_W704,PVLOLO,OK,H 00,TK-17G Water Level,21.0448,%
15:23:40,6200,VSP_P214,OFFNRM,,J 00,VSPP214 Close,ON,
15:23:06,6200,VSP_P214,OFFNRM,OK,J 00,VSPP214 Open,OFF,
15:23:05,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
15:23:06,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
15:22:16,4200,IIA_C4202C,BAD PV,ACK,,C-4202C Current Indication,,
15:22:04,4200,IIA_C4202C,PVHIGH,ACK,,C-4202C Current Indication,,
15:21:32,4200,IIA_C4202C,PVHIGH,OK,L 00,C-4202C Current Indication,15.9339,AMP
15:21:31,4200,C_4202C,OFFNRM,OK,J 00,Start Relay,OFF,
15:21:31,4200,IIA_C4202C,PVHIGH,,L 00,C-4202C Current Indication,32.9946,AMP
15:21:31,4200,IIA_C4202C,BAD PV,OK,L 00,C-4202C Current Indication,32.9946,AMP
15:21:30,4200,IIA_C4202C,BAD PV,,L 00,C-4202C Current Indication,32.9946,AMP
15:21:29,4200,C_4202C,OFFNRM,,J 00,Start Relay,ON,
15:20:29,6100,LIC_WA02,CHANGE,,,PIDA.OPHILM,50,%
15:20:21,SERVER_EAPCL,STATION 3,LEVEL,,,Security level,Engr,
15:20:11,6200,SCM_CTAdd,STEPTO,ACK,,,,
15:20:10,6200,SCM_CTAdd,STEPTO,OK,L 00,,,
15:20:10,6200,Param_CTAdd,CHANGE,,,CAT_IG2.PVFL,ON,
15:20:01,6200,SCM_CTAdd,STEPTO,,L 00,,,
15:19:49,6100,PIC_WA50,DISABL,,J 00,PW charging header pressure PU-6B/7B,,
15:19:49,6100,FIC_WA01,DISABL,,J 00,Charging PW Flow Control,,
15:19:50,6100,FI_WA02,DISABL,,J 00,Charging PW Flow,,
15:18:52,6200,SCM_CTAdd,STEPTO,ACK,,,,
15:18:47,4200,C_4202B,BAD PV,ACK,,,,
15:18:45,4200,C_4202B,OFFNRM,ACK,,FAILING Alarms,,
15:18:43,6200,SCM_CTAdd,STEPTO,OK,L 00,,,
15:18:21,6100,FIC_VC01,DISABL,,J 00,Polymerizer VCM Flow,,
15:18:20,6100,FI_VC02,DISABL,,J 00,Polymerizer VCM Flow,,
15:18:19,6200,SCM_CTAdd,STEPTO,,L 00,,,
15:18:15,4200,C_4202B,OFFNRM,,L 00,FAILING Alarms,ON,
15:18:14,4200,C_4202B,UNCMD,OK,L 00,,TRIP,
15:18:14,4200,C_4202B,BAD PV,,L 00,,TRIP,
15:17:38,6100,PU_16B,CHANGE,,,devctla.gop,S0,
15:16:29,6200,TIC_P201,PVLOW,OK,L 00,PLY-2E temperature control,57.2508,
15:11:41,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
15:09:00,6100,LIC_WA02,CHANGE,,,pida.mode,AUTO,
15:08:39,6100,PIC_FL05,ENABLE,,J 00,PW Flushing Water Pressure Controller,,
15:08:29,6100,FIC_FL02,ENABLE,,J 00,High Pressure Flush Water to Polymerizers,,
15:07:42,6200,VSP_P214,OFFNRM,,J 00,VSPP214 Open,ON,
15:07:10,6200,VSP_P214,OFFNRM,OK,J 00,VSPP214 Close,OFF,
15:06:22,6100,FIC_VC01,ENABLE,,J 00,Polymerizer VCM Flow,,
15:06:22,6100,FI_VC02,ENABLE,,J 00,Polymerizer VCM Flow,,
15:05:42,6100,PIC_WA50,ENABLE,,J 00,PW charging header pressure PU-6B/7B,,
15:05:36,6200,IIA_PLY2E,BAD PV,OK,J 00,PLY-2E Driver Cunent Indicate,197.299,AMp
15:05:33,6100,FIC_WA01,ENABLE,,J 00,Charging PW Flow Control,,
15:05:32,6100,FI_WA02,ENABLE,,J 00,Charging PW Flow,,
15:05:31,6200,IIA_PLY2E,BAD PV,,J 00,PLY-2E Driver Cunent Indicate,197.299,AMp
15:04:41,6200,FIC_BD01,DISABL,,J 00,PVC Slurry Discharge Flow,,
15:04:41,6200,FQ_BD01,DISABL,,J 00,Polymerizer VCM Flow Total,,
15:04:40,6200,LI_E100,PVLOW,OK,L 00,TK-4C Level,31.0077,%
15:04:22,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
15:04:15,6200,FIC_BD01,ENABLE,,J 00,PVC Slurry Discharge Flow,,
15:04:15,6200,FQ_BD01,ENABLE,,J 00,Polymerizer VCM Flow Total,,
15:03:31,6200,VSP_P206,OFFNRM,,J 00,VSPP206 Close,ON,
15:03:28,6200,VSP_P205,OFFNRM,,J 00,VSPP205 Close,ON,
15:02:57,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
15:02:57,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
15:02:15,6100,PIC_FL05,ENABLE,,J 00,PW Flushing Water Pressure Controller,,
15:02:06,6100,FIC_FL02,ENABLE,,J 00,High Pressure Flush Water to Polymerizers,,
15:00:39,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
