Date/Time of Report: 3/18/2025 10:12:22,,,,,,,,
Requester: STN08 - Oper,,,,,,,,
Filter Applied: Event Time: Before 2/17/2025 4:52:42 PM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: SERVERA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
16:52:36,6200,TIC_P301,PVHIHI,,H 00,PLY-3E temperature control,60.517,
16:52:31,6200,FIC_CT04,DISABL,,J 00,Coating flow to Polymerizers,,
16:52:30,6200,TIC_P301,PVHIGH,,J 00,PLY-3E temperature control,59.1051,
16:52:30,6200,FI_CT03,DISABL,,J 00,Coating Flow to Polymerizers,,
16:52:25,6200,TIC_P301,PVLOW,OK,L 00,PLY-3E temperature control,57.2982,
16:51:24,4600,P_4613C,CHANGE,,,devctla.gop,S1,
16:51:22,4600,P_4613C,CHANGE,,,devctla.gop,S1,
16:51:21,4600,P_4613C,CHANGE,,,devctla.gop,S1,
16:51:15,4600,P_4613A,CHANGE,,,devctla.gop,S0,
16:51:16,4600,P_4613A,CHANGE,,,devctla.gop,S0,
16:51:11,4600,P_4613A,CHANGE,,,devctla.gop,S1,
16:51:10,4600,P_4613A,CHANGE,,,devctla.gop,S1,
16:50:50,4600,P_4613B,CHANGE,,,devctla.gop,S1,
16:50:49,4600,P_4613B,CHANGE,,,devctla.gop,S1,
16:50:11,4500,HY_4504,CHANGE,,,devctla.gop,S0,
16:50:10,4500,HY_4504,CHANGE,,,devctla.gop,S0,
16:50:08,4500,HY_4504,CHANGE,,,devctla.gop,S0,
16:50:07,4500,HY_4504,CHANGE,,,devctla.gop,S0,
16:49:37,6200,FIC_CT04,ENABLE,,J 00,Coating flow to Polymerizers,,
16:49:38,6200,FI_CT03,ENABLE,,J 00,Coating Flow to Polymerizers,,
16:48:45,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
16:48:45,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
16:48:29,4400,TI_4402D,PVHIGH,OK,H 00,P-4402D Temperature Detect,68.9986,DEGC
16:47:48,6100,PIC_FL05,ENABLE,,J 00,PW Flushing Water Pressure Controller,,
16:47:46,4500,HY_4504,CHANGE,,,devctla.gop,S1,
16:47:41,4500,HY_4504,CHANGE,,,devctla.gop,S1,
16:47:39,6100,FIC_FL02,ENABLE,,J 00,High Pressure Flush Water to Polymerizers,,
16:47:27,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
16:47:20,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2502.9,Nm³/h
16:47:19,6200,VSP_P306,OFFNRM,OK,J 00,VSPP306 Close,OFF,
16:47:19,6200,VSP_P305,OFFNRM,OK,J 00,VSPP305 Close,OFF,
16:46:53,6300,Param_Master3,MESSAGE,CNF,,Confirm To Start Poly-3E Batch Operation - Adjust Recipe,,
16:46:51,6300,Param_Master3,MESSAGE,ACK,,Confirm To Start Poly-3E Batch Operation - Adjust Recipe,,
16:46:46,6300,Param_Master3,CONFIRMABLE MESSAGE,,,Confirm To Start Poly-3E Batch Operation - Adjust Recipe,,
16:46:39,4600,P_4651A,CHANGE,,,devctla.gop,S1,
16:46:37,4600,P_4651A,CHANGE,,,devctla.gop,S1,
16:46:26,6300,Param_Master3,OFFNRM,OK,J 00,,OFF,
16:46:25,6300,Param_Master3,OFFNRM,,J 00,,ON,
16:45:10,4600,P_4613B,CHANGE,,,devctla.gop,S0,
16:45:07,4600,P_4613B,CHANGE,,,devctla.gop,S0,
16:45:07,4600,P_4613B,CHANGE,,,devctla.gop,S0,
16:45:04,4600,P_4613C,CHANGE,,,devctla.gop,S0,
16:45:02,4600,P_4613C,CHANGE,,,devctla.gop,S0,
16:44:51,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2442.73,Nm³/h
