Date/Time of Report: 3/18/2025 10:05:23,,,,,,,,
Requester: STN08 - Oper,,,,,,,,
Filter Applied: Event Time: Before 3/18/2025 10:04:00 AM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: SERVERA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
10:03:07,4600,SCM_R4614A,STEPTO,ACK,,,,
10:03:01,4600,XV_4618B,CHANGE,,,devctla.gop,S0,
10:03:00,6200,PU_10D,CMFAIL,ACK,,WASTE EAYER STRIPPER BOT,,
10:03:00,4600,XV_4618B,CHANGE,,,devctla.gop,S0,
10:02:59,4600,SCM_R4614A,Step Start,,J 00,STEP40_1,1,
10:02:59,4600,SCM_R4614A,STEPTO,OK,L 00,,,
10:02:57,STASTA8,STATION 8,COMMS,,U 00,Station Failure,ONLINE,
10:02:57,4600,P_4613B,CHANGE,,,devctla.gop,S0,
10:02:49,4600,SCM_R4614A,STEPTO,,L 00,,,
10:02:47,6200,PU_10D,CHANGE,,,devctla.gop,S0,
10:02:45,6200,PU_10D,CMFAIL,OK,L 00,WASTE EAYER STRIPPER BOT,STOP,
10:02:46,6200,PU_10D,CHANGE,,,devctla.gop,S0,
10:02:43,6200,PU_10D,CMFAIL,,L 00,WASTE EAYER STRIPPER BOT,STOP,
10:02:40,6200,PU_10D,CHANGE,,,devctla.gop,S1,
10:02:39,4600,SCM_R4614A,Step Start,,J 00,STEP40,1,
10:02:30,STASTA9,STATION 9,COMMS,,U 00,Station Failure,OFFLINE,
10:01:53,4600,FLAG_R4614A,CHANGE,,,R4614A_TRIP.PVfl,OFF,
10:01:07,4500,HY_4504,CHANGE,,,devctla.gop,S1,
10:00:55,4600,FLAG_R4614A,CHANGE,,,R4614A_TRIP.PVfl,ON,
10:00:51,4600,FLAG_R4610A,CHANGE,,,R4610a_TRIP.PVfl,ON,
9:58:47,4600,FIC_2232,BAD PV,ACK,,LP Drum A Process Condensate Flow,,
9:58:44,4600,FIC_2232,BADCTL,ACK,,LP Drum A Process Condensate Flow,,
9:58:41,4600,FLAG_R4614A,CHANGE,,,R4614A_TRIP.PVfl,ON,
9:58:10,6200,AUX_Poly2,OFFNRM,OK,L 00,current change rate alarm,OFF,
9:58:09,6200,AUX_Poly2,CHANGE,,,AckCurrAlm1.PVFL,ON,
9:55:50,SERVER_EAPCL,,Demand,,,CSV export in progress...,,
9:55:12,STASTA9,STATION 9,COMMS,,U 00,Station Failure,ONLINE,
9:54:52,6200,FIC_WW02,CHANGE,,,PIDA.OP,-5,%
9:54:50,AO_2F_MB_13,TCV_2308,HART DIAG Byte  3 Bit 1,,J 00,BYTE  3 BIT 1 is set,ON,
9:54:51,AO_2F_MB_13,TCV_2308,HART DIAG Byte  1 Bit 0,,J 00,BYTE  1 BIT 0 is set,ON,
9:54:51,6200,VSP_S108,OFFNRM,,J 00,VSPS108 Open,ON,
9:54:49,6200,FIC_WW02,CHANGE,,,pida.mode,MAN,
9:54:01,6200,VSP_S108,OFFNRM,OK,J 00,VSPS108 Close,OFF,
9:53:51,6100,Param_New,MESSAGE,CNF,,Confirm Slurry Transfer from TK1G to TK2G,,
