Date/Time of Report: 3/18/2025 10:20:23,,,,,,,,
Requester: STN08 - Oper,,,,,,,,
Filter Applied: Event Time: Before 1/28/2025 5:57:40 PM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: SERVERA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
17:57:37,6200,FIC_S101,CHANGE,,,PIDA.SP,24,m³/h
17:57:12,4600,AI_4638,PVHIGH,OK,L 00,N-4634 Outlet NaOH Concentration,4.98509,%
17:56:39,4400,FI_4202,PVHIGH,ACK,,COMPRESSED AIR FLOW,,
17:56:30,6100,TIC_WA50,PVHIGH,OK,L 00,TK-6B Pure Water Temperature,104.363,DEGC
17:56:25,4400,FI_4202,PVHIGH,,L 00,COMPRESSED AIR FLOW,2502.9,Nm³/h
17:54:09,6100,FI_WA03,BAD PV,ACK,,PVC Pure Water General Flow,,
17:53:47,4600,AI_4638,PVHIGH,ACK,,N-4634 Outlet NaOH Concentration,,
17:53:40,4600,AI_4638,PVHIGH,,L 00,N-4634 Outlet NaOH Concentration,5.8392,%
17:53:36,4600,FQ_4606B,CHANGE,,,totalizera.command,RESET,
17:53:29,4600,FQ_4605B,CHANGE,,,totalizera.command,RESET,
17:53:21,4600,AI_4638,PVLOW,OK,L 00,N-4634 Outlet NaOH Concentration,38.0107,%
17:53:20,6100,FQ_WA03,BAD PV,ACK,,PVC Pure Water General Flow,,
17:53:20,6100,FQ_WA03,BAD PV,OK,L 00,PVC Pure Water General Flow,102.666,m³/h
17:53:19,6100,FI_WA03,BAD PV,OK,L 00,PVC Pure Water General Flow,102.666,m³/h
17:53:18,6100,FQ_WA03,BAD PV,,L 00,PVC Pure Water General Flow,102.666,m³/h
17:53:18,4600,XV_4638,CHANGE,,,devctla.gop,S1,
17:53:16,6100,FI_WA03,BAD PV,,L 00,PVC Pure Water General Flow,0,m³/h
17:53:12,4600,XV_4637,CHANGE,,,devctla.gop,S1,
17:53:06,4600,XV_4635,CHANGE,,,devctla.gop,S0,
17:53:01,4600,XV_4636,CHANGE,,,devctla.gop,S0,
17:52:56,4600,AI_4638,PVLOW,ACK,,N-4634 Outlet NaOH Concentration,,
17:52:55,4600,AI_4602B,PVHIGH,ACK,,R-4614B Outlet Water Conductivity,,
17:52:54,4600,AI_4602B,PVHIGH,,H 00,R-4614B Outlet Water Conductivity,10.3037,µs/cm
17:52:55,4600,AI_4636,PVHIGH,ACK,,N-4632 Outlet HCL Concentration,,
17:52:54,4600,AI_4636,PVHIGH,,L 00,N-4632 Outlet HCL Concentration,6.59531,%
17:52:52,4600,AI_4638,PVLOW,,L 00,N-4634 Outlet NaOH Concentration,1.1416,%
17:52:53,4600,SCM_R4614B,Step Start,,J 00,STEP50_1,1,
17:52:49,4600,AI_4638,PVLOW,OK,L 00,N-4634 Outlet NaOH Concentration,37.3568,%
17:52:49,4600,SCM_R4610B,STEPTO,OK,L 00,,,
17:52:45,4600,SCM_R4614B,Step Start,,J 00,STEP50,1,
17:52:43,6100,LIC_WA08,PVHIGH,ACK,,TK-4B Mother Liquid Level,,
17:52:43,4600,SCM_R4610B,STEPTO,ACK,,,,
17:52:39,4600,SCM_R4610B,STEPTO,,L 00,,,
17:52:38,4600,AI_4636,PVLOW,OK,L 00,N-4632 Outlet HCL Concentration,4.99608,%
17:52:29,6100,LIC_WA08,PVHIGH,,L 00,TK-4B Mother Liquid Level,85.0022,%
17:52:27,4600,SCM_4604B,Step Start,,J 00,STEP70_1,1,
17:52:23,4600,SCM_4604B,Step Start,,J 00,STEP70,1,
17:52:15,4600,XV_4616B,CHANGE,,,devctla.gop,S0,
17:52:09,4600,XV_4609B,CHANGE,,,devctla.gop,S0,
17:52:03,4600,FLAG_R4614B,CHANGE,,,R4614B_TRIP.PVfl,OFF,
17:51:59,4600,FLAG_R4610B,CHANGE,,,R4610B_TRIP.PVfl,OFF,
17:50:19,4600,SCM_4604B,Step Start,,J 00,STEP60_1,1,
17:50:18,4600,SCM_4604B,STEPTO,OK,L 00,UPSIDE DRAIN,,
17:50:17,4600,SCM_4604B,STEPTO,ACK,,UPSIDE DRAIN,,
17:50:07,4600,SCM_4604B,STEPTO,,L 00,UPSIDE DRAIN,,
17:49:58,4600,SCM_4604B,Step Start,,J 00,STEP60,1,
17:49:48,4600,FLAG_R4614B,CHANGE,,,R4614B_TRIP.PVfl,ON,
17:49:45,4600,FLAG_R4610B,CHANGE,,,R4610B_TRIP.PVfl,ON,
17:49:40,6100,FI_WA03,BAD PV,ACK,,PVC Pure Water General Flow,,
17:49:38,6100,FQ_WA03,BAD PV,OK,L 00,PVC Pure Water General Flow,102.791,m³/h
17:49:39,6100,FQ_WA03,BAD PV,ACK,,PVC Pure Water General Flow,,
17:49:37,6100,FI_WA03,BAD PV,OK,L 00,PVC Pure Water General Flow,102.791,m³/h
17:49:37,6100,FQ_WA03,BAD PV,,L 00,PVC Pure Water General Flow,102.791,m³/h
17:49:36,6100,FI_WA03,BAD PV,,L 00,PVC Pure Water General Flow,102.791,m³/h
17:49:37,6100,FQ_WA03,BAD PV,ACK,,PVC Pure Water General Flow,,
17:49:34,6100,FQ_WA03,BAD PV,OK,L 00,PVC Pure Water General Flow,102.822,m³/h
17:49:33,6100,FI_WA03,BAD PV,OK,L 00,PVC Pure Water General Flow,102.822,m³/h
17:49:32,6100,FQ_WA03,BAD PV,,L 00,PVC Pure Water General Flow,102.822,m³/h
17:49:31,6100,FI_WA03,BAD PV,,L 00,PVC Pure Water General Flow,102.822,m³/h
17:49:27,6200,PI_P303,PVLOW,OK,L 00,PLY-3E VCM/Water Vacuum Pressure,0.0691152,MPa
17:49:17,4600,FLAG_R4614B,CHANGE,,,R4614B_TRIP.PVfl,OFF,
17:49:18,6100,FQ_WA03,BAD PV,OK,L 00,PVC Pure Water General Flow,102.751,m³/h
17:49:16,6100,FI_WA03,BAD PV,OK,L 00,PVC Pure Water General Flow,102.751,m³/h
17:49:14,4600,FLAG_R4610B,CHANGE,,,R4610B_TRIP.PVfl,OFF,
17:48:45,6200,PI_P301,PVLOW,OK,L 00,PLY-3E VCM/Water Reaction Pressure,0.063082,MPa
17:48:41,6200,PIC_P302,PVLOW,OK,L 00,PLY-3E VCM/Water Emergency Vent Pressure,0.0631688,MPa
17:48:19,6100,FI_WA03,BAD PV,ACK,,PVC Pure Water General Flow,,
17:48:15,6100,FQ_WA03,BAD PV,ACK,,PVC Pure Water General Flow,,
17:48:12,6100,FQ_WA03,BAD PV,,L 00,PVC Pure Water General Flow,0.0631688,m³/h
17:48:11,6100,FI_WA03,BAD PV,,L 00,PVC Pure Water General Flow,0.0631688,m³/h
17:47:59,6100,FI_WA03,BAD PV,ACK,,PVC Pure Water General Flow,,
17:47:59,4500,FIC_2501,BAD PV,ACK,,,,
17:47:57,4500,FIC_2501,BADCTL,ACK,,Chilled Water Minimum Flow Line,,
17:47:58,6100,FQ_WA03,BAD PV,ACK,,PVC Pure Water General Flow,,
17:47:57,6100,FQ_WA03,BAD PV,OK,L 00,PVC Pure Water General Flow,102.831,m³/h
